Id1	Id2	Distance
DEMO_62_1	DEMO_57_1	0.00882952
DEMO_62_1	DEMO_73_1	0.01048651
DEMO_62_1	DEMO_16_1	0.01179858
DEMO_62_1	DEMO_77_1	0.01189118
DEMO_62_1	DEMO_17_1	0.01354176
DEMO_62_1	DEMO_52_1	0.00949493
DEMO_62_1	DEMO_58_1	0.01048700
DEMO_62_1	DEMO_4_3	0.01480688
DEMO_62_1	DEMO_10_2	0.01279908
DEMO_62_1	DEMO_65_1	0.01680102
DEMO_62_1	DEMO_6_2	0.01961059
DEMO_62_1	DEMO_43_1	0.01948110
DEMO_62_1	DEMO_67_1	0.01847336
DEMO_62_1	DEMO_23_1	0.01994824
DEMO_62_1	DEMO_29_1	0.02121681
DEMO_62_1	DEMO_78_1	0.02519601
DEMO_62_1	DEMO_61_1	0.02486553
DEMO_62_1	DEMO_72_1	0.02486108
DEMO_62_1	DEMO_37_1	0.02520499
DEMO_62_1	DEMO_76_1	0.02486108
DEMO_62_1	DEMO_8_2	0.02486553
DEMO_62_1	DEMO_32_1	0.02516983
DEMO_62_1	DEMO_26_1	0.02486553
DEMO_62_1	DEMO_14_1	0.02520499
DEMO_62_1	DEMO_51_1	0.02553998
DEMO_62_1	DEMO_84_1	0.02486108
DEMO_62_1	DEMO_86_1	0.02486553
DEMO_62_1	DEMO_38_1	0.02825411
DEMO_62_1	DEMO_45_1	0.03329777
DEMO_62_1	DEMO_5_2	0.03436494
DEMO_62_1	DEMO_18_1	0.03159248
DEMO_44_1	DEMO_49_1	0.00064977
DEMO_44_1	DEMO_48_1	0.00064985
DEMO_44_1	DEMO_1_28	0.00032478
DEMO_44_1	DEMO_25_1	0.00784361
DEMO_44_1	DEMO_66_1	0.00358146
DEMO_44_1	DEMO_82_1	0.00032744
DEMO_44_1	DEMO_87_1	0.00423527
DEMO_44_1	DEMO_11_2	0.00423445
DEMO_44_1	DEMO_69_1	0.00488994
DEMO_44_1	DEMO_64_1	0.00459696
DEMO_44_1	DEMO_85_1	0.00423527
DEMO_44_1	DEMO_40_1	0.00456079
DEMO_44_1	DEMO_2_16	0.00390826
DEMO_44_1	DEMO_13_1	0.00390826
DEMO_44_1	DEMO_35_1	0.00488890
DEMO_44_1	DEMO_36_1	0.00456157
DEMO_44_1	DEMO_15_1	0.00488994
DEMO_44_1	DEMO_12_2	0.00423445
DEMO_44_1	DEMO_57_1	0.00850172
DEMO_44_1	DEMO_73_1	0.01015731
DEMO_44_1	DEMO_16_1	0.01146900
DEMO_44_1	DEMO_77_1	0.01156359
DEMO_44_1	DEMO_17_1	0.01321064
DEMO_44_1	DEMO_52_1	0.00916648
DEMO_44_1	DEMO_58_1	0.01015823
DEMO_44_1	DEMO_4_3	0.01447645
DEMO_44_1	DEMO_10_2	0.01246933
DEMO_44_1	DEMO_65_1	0.01646934
DEMO_44_1	DEMO_6_2	0.01914794
DEMO_44_1	DEMO_43_1	0.01914848
DEMO_44_1	DEMO_67_1	0.01814107
DEMO_44_1	DEMO_23_1	0.01961664
DEMO_44_1	DEMO_29_1	0.02094197
DEMO_44_1	DEMO_78_1	0.02486108
DEMO_44_1	DEMO_61_1	0.02453082
DEMO_44_1	DEMO_72_1	0.02452631
DEMO_44_1	DEMO_37_1	0.02487016
DEMO_44_1	DEMO_76_1	0.02452631
DEMO_44_1	DEMO_8_2	0.02453082
DEMO_44_1	DEMO_32_1	0.02483086
DEMO_44_1	DEMO_26_1	0.02453082
DEMO_44_1	DEMO_14_1	0.02487016
DEMO_44_1	DEMO_51_1	0.02520499
DEMO_44_1	DEMO_84_1	0.02452631
DEMO_44_1	DEMO_86_1	0.02453082
DEMO_44_1	DEMO_38_1	0.02791809
DEMO_44_1	DEMO_45_1	0.03295266
DEMO_44_1	DEMO_5_2	0.03401814
DEMO_44_1	DEMO_18_1	0.03124938
DEMO_49_1	DEMO_48_1	0.00064985
DEMO_49_1	DEMO_1_28	0.00032478
DEMO_49_1	DEMO_25_1	0.00784361
DEMO_49_1	DEMO_66_1	0.00358146
DEMO_49_1	DEMO_82_1	0.00032744
DEMO_49_1	DEMO_87_1	0.00423527
DEMO_49_1	DEMO_11_2	0.00423445
DEMO_49_1	DEMO_69_1	0.00488994
DEMO_49_1	DEMO_64_1	0.00459696
DEMO_49_1	DEMO_85_1	0.00423527
DEMO_49_1	DEMO_40_1	0.00456079
DEMO_49_1	DEMO_2_16	0.00390826
DEMO_49_1	DEMO_13_1	0.00390826
DEMO_49_1	DEMO_35_1	0.00488890
DEMO_49_1	DEMO_36_1	0.00456157
DEMO_49_1	DEMO_15_1	0.00488994
DEMO_49_1	DEMO_12_2	0.00423445
DEMO_49_1	DEMO_57_1	0.00850172
DEMO_49_1	DEMO_73_1	0.01015731
DEMO_49_1	DEMO_16_1	0.01146900
DEMO_49_1	DEMO_77_1	0.01156470
DEMO_49_1	DEMO_17_1	0.01321198
DEMO_49_1	DEMO_52_1	0.00916648
DEMO_49_1	DEMO_58_1	0.01015823
DEMO_49_1	DEMO_4_3	0.01447645
DEMO_49_1	DEMO_10_2	0.01246933
DEMO_49_1	DEMO_65_1	0.01646934
DEMO_49_1	DEMO_6_2	0.01914794
DEMO_49_1	DEMO_43_1	0.01914848
DEMO_49_1	DEMO_67_1	0.01814107
DEMO_49_1	DEMO_23_1	0.01961874
DEMO_49_1	DEMO_29_1	0.02094427
DEMO_49_1	DEMO_78_1	0.02486108
DEMO_49_1	DEMO_61_1	0.02453082
DEMO_49_1	DEMO_72_1	0.02452631
DEMO_49_1	DEMO_37_1	0.02487016
DEMO_49_1	DEMO_76_1	0.02452631
DEMO_49_1	DEMO_8_2	0.02453082
DEMO_49_1	DEMO_32_1	0.02483086
DEMO_49_1	DEMO_26_1	0.02453082
DEMO_49_1	DEMO_14_1	0.02487016
DEMO_49_1	DEMO_51_1	0.02520499
DEMO_49_1	DEMO_84_1	0.02452631
DEMO_49_1	DEMO_86_1	0.02453082
DEMO_49_1	DEMO_38_1	0.02791809
DEMO_49_1	DEMO_45_1	0.03295597
DEMO_49_1	DEMO_5_2	0.03402162
DEMO_49_1	DEMO_18_1	0.03125245
DEMO_48_1	DEMO_1_28	0.00032486
DEMO_48_1	DEMO_25_1	0.00784464
DEMO_48_1	DEMO_66_1	0.00358202
DEMO_48_1	DEMO_82_1	0.00032752
DEMO_48_1	DEMO_87_1	0.00423583
DEMO_48_1	DEMO_11_2	0.00423516
DEMO_48_1	DEMO_69_1	0.00489049
DEMO_48_1	DEMO_64_1	0.00459752
DEMO_48_1	DEMO_85_1	0.00423583
DEMO_48_1	DEMO_40_1	0.00456167
DEMO_48_1	DEMO_2_16	0.00390881
DEMO_48_1	DEMO_13_1	0.00390881
DEMO_48_1	DEMO_35_1	0.00488961
DEMO_48_1	DEMO_36_1	0.00456228
DEMO_48_1	DEMO_15_1	0.00489049
DEMO_48_1	DEMO_12_2	0.00423516
DEMO_48_1	DEMO_57_1	0.00850260
DEMO_48_1	DEMO_73_1	0.01015914
DEMO_48_1	DEMO_16_1	0.01147132
DEMO_48_1	DEMO_77_1	0.01156744
DEMO_48_1	DEMO_17_1	0.01321518
DEMO_48_1	DEMO_52_1	0.00916767
DEMO_48_1	DEMO_58_1	0.01015942
DEMO_48_1	DEMO_4_3	0.01447797
DEMO_48_1	DEMO_10_2	0.01247116
DEMO_48_1	DEMO_65_1	0.01647199
DEMO_48_1	DEMO_6_2	0.01915107
DEMO_48_1	DEMO_43_1	0.01915129
DEMO_48_1	DEMO_67_1	0.01814388
DEMO_48_1	DEMO_23_1	0.01962356
DEMO_48_1	DEMO_29_1	0.02094949
DEMO_48_1	DEMO_78_1	0.02486503
DEMO_48_1	DEMO_61_1	0.02453445
DEMO_48_1	DEMO_72_1	0.02453010
DEMO_48_1	DEMO_37_1	0.02487378
DEMO_48_1	DEMO_76_1	0.02453010
DEMO_48_1	DEMO_8_2	0.02453445
DEMO_48_1	DEMO_32_1	0.02483475
DEMO_48_1	DEMO_26_1	0.02453445
DEMO_48_1	DEMO_14_1	0.02487378
DEMO_48_1	DEMO_51_1	0.02520877
DEMO_48_1	DEMO_84_1	0.02453010
DEMO_48_1	DEMO_86_1	0.02453445
DEMO_48_1	DEMO_38_1	0.02792220
DEMO_48_1	DEMO_45_1	0.03296417
DEMO_48_1	DEMO_5_2	0.03403018
DEMO_48_1	DEMO_18_1	0.03126016
DEMO_1_28	DEMO_25_1	0.00751445
DEMO_1_28	DEMO_66_1	0.00325488
DEMO_1_28	DEMO_82_1	0.00000000
DEMO_1_28	DEMO_87_1	0.00390826
DEMO_1_28	DEMO_11_2	0.00390754
DEMO_1_28	DEMO_69_1	0.00456250
DEMO_1_28	DEMO_64_1	0.00426725
DEMO_1_28	DEMO_85_1	0.00390826
DEMO_1_28	DEMO_40_1	0.00423378
DEMO_1_28	DEMO_2_16	0.00358146
DEMO_1_28	DEMO_13_1	0.00358146
DEMO_1_28	DEMO_35_1	0.00456157
DEMO_1_28	DEMO_36_1	0.00423445
DEMO_1_28	DEMO_15_1	0.00456250
DEMO_1_28	DEMO_12_2	0.00390754
DEMO_1_28	DEMO_57_1	0.00817212
DEMO_1_28	DEMO_73_1	0.00982673
DEMO_1_28	DEMO_16_1	0.01113809
DEMO_1_28	DEMO_77_1	0.01113958
DEMO_1_28	DEMO_17_1	0.01288185
DEMO_1_28	DEMO_52_1	0.00883634
DEMO_1_28	DEMO_58_1	0.00982743
DEMO_1_28	DEMO_4_3	0.01414289
DEMO_1_28	DEMO_10_2	0.01213743
DEMO_1_28	DEMO_65_1	0.01618885
DEMO_1_28	DEMO_6_2	0.01881202
DEMO_1_28	DEMO_43_1	0.01881245
DEMO_1_28	DEMO_67_1	0.01780572
DEMO_1_28	DEMO_23_1	0.01928908
DEMO_1_28	DEMO_29_1	0.02061137
DEMO_1_28	DEMO_78_1	0.02452197
DEMO_1_28	DEMO_61_1	0.02419172
DEMO_1_28	DEMO_72_1	0.02418732
DEMO_1_28	DEMO_37_1	0.02453082
DEMO_1_28	DEMO_76_1	0.02418732
DEMO_1_28	DEMO_8_2	0.02419172
DEMO_1_28	DEMO_32_1	0.02448757
DEMO_1_28	DEMO_26_1	0.02419172
DEMO_1_28	DEMO_14_1	0.02453082
DEMO_1_28	DEMO_51_1	0.02486553
DEMO_1_28	DEMO_84_1	0.02418732
DEMO_1_28	DEMO_86_1	0.02419172
DEMO_1_28	DEMO_38_1	0.02757702
DEMO_1_28	DEMO_45_1	0.03261235
DEMO_1_28	DEMO_5_2	0.03367643
DEMO_1_28	DEMO_18_1	0.03091077
DEMO_25_1	DEMO_66_1	0.00554728
DEMO_25_1	DEMO_82_1	0.00757633
DEMO_25_1	DEMO_87_1	0.00685813
DEMO_25_1	DEMO_11_2	0.00685676
DEMO_25_1	DEMO_69_1	0.00751603
DEMO_25_1	DEMO_64_1	0.00724138
DEMO_25_1	DEMO_85_1	0.00685813
DEMO_25_1	DEMO_40_1	0.00718418
DEMO_25_1	DEMO_2_16	0.00652950
DEMO_25_1	DEMO_13_1	0.00652950
DEMO_25_1	DEMO_35_1	0.00685676
DEMO_25_1	DEMO_36_1	0.00652825
DEMO_25_1	DEMO_15_1	0.00751603
DEMO_25_1	DEMO_12_2	0.00685676
DEMO_25_1	DEMO_57_1	0.00916048
DEMO_25_1	DEMO_73_1	0.01148559
DEMO_25_1	DEMO_16_1	0.01353397
DEMO_25_1	DEMO_77_1	0.01486013
DEMO_25_1	DEMO_17_1	0.01386909
DEMO_25_1	DEMO_52_1	0.01319547
DEMO_25_1	DEMO_58_1	0.01352450
DEMO_25_1	DEMO_4_3	0.01314242
DEMO_25_1	DEMO_10_2	0.01180963
DEMO_25_1	DEMO_65_1	0.01996789
DEMO_25_1	DEMO_6_2	0.01929842
DEMO_25_1	DEMO_43_1	0.01996843
DEMO_25_1	DEMO_67_1	0.01619023
DEMO_25_1	DEMO_23_1	0.01680383
DEMO_25_1	DEMO_29_1	0.01814388
DEMO_25_1	DEMO_78_1	0.01747341
DEMO_25_1	DEMO_61_1	0.01714435
DEMO_25_1	DEMO_72_1	0.01714135
DEMO_25_1	DEMO_37_1	0.01747947
DEMO_25_1	DEMO_76_1	0.01714135
DEMO_25_1	DEMO_8_2	0.01714435
DEMO_25_1	DEMO_32_1	0.01735301
DEMO_25_1	DEMO_26_1	0.01714435
DEMO_25_1	DEMO_14_1	0.01747947
DEMO_25_1	DEMO_51_1	0.01781160
DEMO_25_1	DEMO_84_1	0.01714135
DEMO_25_1	DEMO_86_1	0.01714435
DEMO_25_1	DEMO_38_1	0.02060378
DEMO_25_1	DEMO_45_1	0.02893231
DEMO_25_1	DEMO_5_2	0.02822661
DEMO_25_1	DEMO_18_1	0.03022502
DEMO_66_1	DEMO_82_1	0.00328158
DEMO_66_1	DEMO_87_1	0.00718315
DEMO_66_1	DEMO_11_2	0.00718184
DEMO_66_1	DEMO_69_1	0.00784105
DEMO_66_1	DEMO_64_1	0.00756885
DEMO_66_1	DEMO_85_1	0.00718315
DEMO_66_1	DEMO_40_1	0.00750931
DEMO_66_1	DEMO_2_16	0.00685453
DEMO_66_1	DEMO_13_1	0.00685453
DEMO_66_1	DEMO_35_1	0.00718184
DEMO_66_1	DEMO_36_1	0.00685332
DEMO_66_1	DEMO_15_1	0.00784105
DEMO_66_1	DEMO_12_2	0.00718184
DEMO_66_1	DEMO_57_1	0.01146976
DEMO_66_1	DEMO_73_1	0.01319832
DEMO_66_1	DEMO_16_1	0.01452750
DEMO_66_1	DEMO_77_1	0.01319394
DEMO_66_1	DEMO_17_1	0.01081033
DEMO_66_1	DEMO_52_1	0.01213974
DEMO_66_1	DEMO_58_1	0.01313643
DEMO_66_1	DEMO_4_3	0.01747628
DEMO_66_1	DEMO_10_2	0.01015609
DEMO_66_1	DEMO_65_1	0.01961824
DEMO_66_1	DEMO_6_2	0.02225415
DEMO_66_1	DEMO_43_1	0.02223167
DEMO_66_1	DEMO_67_1	0.01584328
DEMO_66_1	DEMO_23_1	0.01713570
DEMO_66_1	DEMO_29_1	0.01847665
DEMO_66_1	DEMO_78_1	0.02257295
DEMO_66_1	DEMO_61_1	0.02222151
DEMO_66_1	DEMO_72_1	0.02222252
DEMO_66_1	DEMO_37_1	0.02256199
DEMO_66_1	DEMO_76_1	0.02222134
DEMO_66_1	DEMO_8_2	0.02221945
DEMO_66_1	DEMO_32_1	0.02248341
DEMO_66_1	DEMO_26_1	0.02222151
DEMO_66_1	DEMO_14_1	0.02255887
DEMO_66_1	DEMO_51_1	0.02290981
DEMO_66_1	DEMO_84_1	0.02222134
DEMO_66_1	DEMO_86_1	0.02222253
DEMO_66_1	DEMO_38_1	0.02554952
DEMO_66_1	DEMO_45_1	0.03226358
DEMO_66_1	DEMO_5_2	0.03158531
DEMO_66_1	DEMO_18_1	0.03329687
DEMO_82_1	DEMO_87_1	0.00394034
DEMO_82_1	DEMO_11_2	0.00393961
DEMO_82_1	DEMO_69_1	0.00459998
DEMO_82_1	DEMO_64_1	0.00430256
DEMO_82_1	DEMO_85_1	0.00394034
DEMO_82_1	DEMO_40_1	0.00426854
DEMO_82_1	DEMO_2_16	0.00361085
DEMO_82_1	DEMO_13_1	0.00361085
DEMO_82_1	DEMO_35_1	0.00459903
DEMO_82_1	DEMO_36_1	0.00426921
DEMO_82_1	DEMO_15_1	0.00459998
DEMO_82_1	DEMO_12_2	0.00393961
DEMO_82_1	DEMO_57_1	0.00823946
DEMO_82_1	DEMO_73_1	0.00990786
DEMO_82_1	DEMO_16_1	0.01123007
DEMO_82_1	DEMO_77_1	0.01123158
DEMO_82_1	DEMO_17_1	0.01298382
DEMO_82_1	DEMO_52_1	0.00691458
DEMO_82_1	DEMO_58_1	0.00790995
DEMO_82_1	DEMO_4_3	0.01224412
DEMO_82_1	DEMO_10_2	0.01023120
DEMO_82_1	DEMO_65_1	0.01430285
DEMO_82_1	DEMO_6_2	0.01693492
DEMO_82_1	DEMO_43_1	0.01693534
DEMO_82_1	DEMO_67_1	0.01597526
DEMO_82_1	DEMO_23_1	0.01726369
DEMO_82_1	DEMO_29_1	0.01861461
DEMO_82_1	DEMO_78_1	0.02276691
DEMO_82_1	DEMO_61_1	0.02241264
DEMO_82_1	DEMO_72_1	0.02241363
DEMO_82_1	DEMO_37_1	0.02275586
DEMO_82_1	DEMO_76_1	0.02241244
DEMO_82_1	DEMO_8_2	0.02241055
DEMO_82_1	DEMO_32_1	0.02267890
DEMO_82_1	DEMO_26_1	0.02241264
DEMO_82_1	DEMO_14_1	0.02275270
DEMO_82_1	DEMO_51_1	0.02310651
DEMO_82_1	DEMO_84_1	0.02241244
DEMO_82_1	DEMO_86_1	0.02241367
DEMO_82_1	DEMO_38_1	0.02574111
DEMO_82_1	DEMO_45_1	0.03113005
DEMO_82_1	DEMO_5_2	0.03184993
DEMO_82_1	DEMO_18_1	0.02942564
